176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,-1
-1,-1,-1,-1,-1,-1,-1,-1,240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,10,-1
-1,-1,-1,-1,-1,-1,-1,240,240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,10,10,-1
-1,-1,-1,-1,-1,-1,240,240,240,-1,-1,-1,-1,-1,63,-1,-1,-1,57,-1,-1,57,10,10,10,10,10,10,10,-1
-1,57,-1,-1,57,240,240,240,240,57,-1,-1,-1,-1,63,63,63,63,63,63,63,10,10,10,10,10,10,10,10,12
0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,13,13,13,13,13,13,13,13,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13,13,13,13,13,13,13,13,13,13,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13,13,13,13,13,13,13,13,13,13,3,3,3,3,2,2,2,206,206,206,206,206,206,206,206,206,2,2,2,2
13,13,13,389,389,389,389,13,13,13,3,3,3,3,2,2,2,206,206,206,206,206,206,206,206,206,2,2,2,2
13,13,13,389,389,389,389,13,13,13,3,3,3,3,2,2,2,206,206,206,206,206,206,206,206,206,2,2,2,2
13,13,13,389,389,389,389,13,13,13,3,3,3,3,2,2,2,206,410,410,410,410,410,410,410,206,2,2,2,2
13,13,13,13,13,13,13,13,13,13,3,3,3,3,2,2,2,206,206,206,206,206,206,206,206,206,2,2,2,2
13,13,13,13,13,13,13,13,13,13,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
13,13,13,13,13,13,13,13,13,13,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
